Gene	GSM346111	GSM346114	GSM346115	GSM346116	GSM346117	GSM346118	GSM346120	GSM346122	Mean_Expression
YIR018C-A	0.0	4.533	0.0	3.501	4.922	2.017	0.0	3.006	2.247375
YIR018W	24.669	15.006	41.125	71.541	105.224	107.209	144.97	229.21	92.36925000000001
YIR021W	8.074	10.151	16.227	10.754	73.065	75.873	35.174	44.627	34.243125
YIR021W-A	0.0	1.476	11.796	2.28	32.05	17.071	21.694	25.449	13.977
YIR022W	89.612	117.254	170.407	201.499	212.442	188.591	276.538	275.32	191.457875
YIR023W	7.879	8.163	9.57	8.576	11.819	12.3	18.001	13.861	11.271125000000001
YIR024C	22.545	30.124	19.419	29.276	62.26	55.774	60.714	56.719	42.103874999999995
YIR025W	10.62	12.302	12.577	19.448	22.369	16.548	42.058	31.5	20.92775
YIR026C	54.218	46.275	9.247	9.384	108.041	93.423	18.07	23.787	45.30562499999999
YIR027C	0.0	1.145	1.831	0.708	2.985	2.65	2.526	3.951	1.9745000000000001
YIR028W	0.0	0.0	0.664	0.0	1.082	1.183	0.611	1.542	0.63525
YIR029W	2.278	1.227	6.132	7.585	9.33	13.106	32.704	36.227	13.573625
YIR030C	7.191	8.179	5.162	4.656	21.504	21.452	14.24	13.706	12.01125
YIR031C	1.06	1.332	7.607	10.88	108.714	106.53	95.832	114.12	55.759375
YIR032C	0.0	0.538	21.492	25.756	33.87	24.883	83.008	105.577	36.8905
YIR033W	21.66	16.224	14.03	20.082	45.952	43.565	33.824	35.241	28.822249999999997
YIR034C	63.918	46.857	191.784	160.924	32.492	27.63	96.481	102.225	90.288875
YIR035C	25.336	24.406	52.903	32.594	124.878	94.232	103.38	104.26	70.248625
YIR036C	33.375	22.777	97.418	109.273	39.921	36.98	163.014	152.662	81.9275
YIR037W	267.023	281.952	531.34	653.912	163.202	138.307	439.045	380.838	356.952375
YIR038C	46.644	36.799	193.702	212.16	67.251	67.088	301.825	341.111	158.3225
YIR039C	0.729	0.982	8.631	7.887	6.823	6.988	22.369	22.919	9.666
YIR042C	0.0	0.445	3.557	4.812	10.631	7.128	13.083	11.216	6.359
YJL001W	198.783	204.645	424.016	508.053	478.313	396.872	927.679	851.768	498.766125
YJL002C	112.598	120.888	169.896	132.381	201.962	256.914	249.0	270.798	189.304625
YJL003W	37.728	55.678	60.046	148.831	74.858	44.827	77.954	78.549	72.308875
YJL004C	39.323	47.023	37.173	59.078	225.577	213.356	227.896	161.087	126.31412499999999
YJL005W	11.327	7.198	11.465	15.15	10.308	10.304	19.169	22.763	13.4605
YJL006C	21.766	26.06	18.226	33.216	93.386	113.917	83.804	73.892	58.033375
YJL008C	141.621	129.769	159.524	139.684	209.666	171.479	260.642	234.206	180.823875
YJL010C	49.098	54.807	8.23	9.544	77.405	80.202	39.005	22.694	42.623125
YJL011C	94.125	98.173	31.181	51.228	213.218	209.433	81.242	62.097	105.08712499999999
YJL012C	256.685	314.203	151.485	185.628	152.245	178.279	146.834	126.769	189.01600000000002
YJL013C	9.498	9.416	21.27	19.924	62.684	56.648	78.992	85.534	42.99575
YJL014W	175.529	164.462	184.641	160.142	304.874	281.626	361.357	359.858	249.06112499999998
YJL016W	4.884	6.579	6.01	14.229	29.8	25.925	22.106	26.43	16.995375
YJL019W	14.93	15.933	14.838	12.189	11.087	9.773	9.665	11.902	12.539625
YJL020C	81.657	51.115	143.365	106.611	20.022	11.615	42.268	41.047	62.212500000000006
YJL023C	9.008	10.92	15.759	13.59	78.394	65.859	42.362	48.687	35.572375
YJL024C	78.794	57.534	91.53	130.313	109.185	103.388	143.705	97.07	101.439875
YJL025W	3.045	2.256	4.098	3.802	15.59	16.06	11.306	11.155	8.414
YJL026W	298.85	353.438	378.721	496.711	127.84	169.585	232.825	241.604	287.44674999999995
YJL027C	0.0	0.0	0.0	0.0	3.289	8.086	0.0	0.0	1.421875
YJL029C	14.299	11.556	14.882	10.712	43.224	39.533	34.449	33.725	25.297500000000003
YJL030W	39.722	16.051	51.32	71.916	98.771	81.89	200.571	151.886	89.015875
YJL031C	30.449	27.561	61.631	86.175	137.53	109.486	189.32	200.648	105.35000000000001
YJL033W	58.761	70.171	1.643	5.082	83.939	71.71	18.637	10.727	40.083749999999995
YJL034W	452.213	467.328	408.662	412.75	216.365	205.518	318.38	304.529	348.218125
YJL035C	14.04	9.245	10.077	3.246	103.133	71.798	20.078	15.051	30.833499999999997
YJL036W	27.272	26.149	41.803	70.796	63.823	51.413	103.427	111.002	61.960625
YJL037W	0.0	0.469	3.746	0.724	3.054	2.502	3.445	2.487	2.053375
YJL038C	0.89	1.917	0.0	1.481	2.082	3.838	1.761	1.272	1.655125
YJL039C	25.984	26.366	13.548	16.876	25.769	29.775	26.072	25.816	23.775750000000002
YJL042W	16.969	14.054	27.782	29.885	9.026	7.598	16.384	17.541	17.404875
YJL043W	0.0	0.409	0.0	0.0	2.664	2.911	0.0	2.169	1.019125
YJL044C	21.352	22.087	28.505	30.214	90.444	92.95	103.162	101.329	61.25537500000001
YJL045W	0.309	0.665	1.995	2.57	3.252	3.405	7.949	9.27	3.676875
YJL046W	8.126	5.666	16.468	16.711	54.254	60.728	51.11	59.784	34.105875
YJL047C	5.817	6.895	7.014	10.652	14.702	13.832	18.429	18.957	12.03725
YJL048C	7.404	7.978	26.572	25.064	49.096	65.79	68.42	94.548	43.109
YJL049W	19.122	17.093	17.78	28.217	93.572	72.926	67.124	65.85	47.710499999999996
YJL050W	103.931	91.325	6.686	8.21	104.088	106.311	26.765	12.271	57.448375000000006
YJL051W	6.911	2.953	11.29	10.514	13.107	12.568	14.157	17.033	11.066624999999998
YJL053W	37.127	31.672	77.725	84.988	85.682	94.192	98.023	133.046	80.30687499999999
YJL054W	31.92	25.356	33.485	39.515	75.659	55.72	76.171	74.583	51.551125
YJL055W	102.656	105.044	147.365	174.877	351.987	285.763	479.033	493.683	267.551
YJL056C	3.34	3.119	2.397	4.818	21.102	19.213	10.581	10.343	9.364125
YJL057C	4.697	3.954	13.907	18.816	54.618	45.178	66.267	101.759	38.649499999999996
YJL058C	5.766	4.66	6.984	4.5	25.303	30.41	10.704	18.03	13.294625
YJL059W	7.187	7.745	8.254	13.96	25.791	35.148	30.361	31.164	19.95125
YJL060W	54.175	55.055	835.552	786.424	24.223	27.452	342.756	454.25	322.485875
YJL061W	26.917	21.754	24.84	24.235	68.136	77.957	81.037	74.204	49.885
YJL062W	17.466	17.93	27.953	18.468	20.714	24.329	30.378	27.665	23.112875
YJL062W-A	147.22	97.623	321.884	194.189	132.515	108.588	210.789	220.153	179.120125
YJL063C	40.951	45.451	42.326	57.95	61.336	68.324	81.089	86.05	60.434625000000004
YJL065C	44.224	23.827	25.06	46.5	80.347	58.586	89.875	76.524	55.617875
YJL066C	20.119	17.094	69.983	84.382	35.314	27.454	68.953	80.194	50.436625
YJL068C	58.758	54.521	149.014	141.295	91.673	100.787	281.821	288.365	145.77925
YJL069C	40.863	50.601	7.805	7.681	141.903	153.409	46.982	37.448	60.8365
YJL070C	2.648	4.042	18.529	18.55	20.138	17.031	48.058	50.462	22.432250000000003
YJL071W	7.161	6.063	7.342	9.367	58.254	60.16	58.067	75.305	35.214875
YJL072C	36.577	32.516	53.163	60.131	154.079	111.792	150.285	164.039	95.32275
YJL073W	16.695	14.555	16.994	15.413	17.76	13.971	16.83	15.837	16.006875
YJL074C	20.24	24.043	13.727	10.215	23.311	20.325	21.144	15.833	18.60475
YJL076W	71.385	47.076	48.634	45.011	35.11	25.846	30.686	23.212	40.87
YJL077C	2.959	0.0	0.0	0.0	3.463	6.384	0.0	3.172	1.9972500000000002
YJL077W-B	0.0	0.0	0.0	0.0	34.113	25.158	80.816	45.839	23.24075
YJL078C	42.031	31.033	49.323	40.911	18.736	27.081	10.128	16.212	29.431874999999998
YJL079C	65.286	47.838	178.536	126.622	45.073	40.064	106.006	80.257	86.21025
YJL080C	403.603	428.335	223.485	199.226	57.251	52.297	53.682	45.172	182.881375
YJL081C	29.204	28.02	31.873	25.642	116.562	99.928	137.837	116.657	73.215375
YJL082W	15.003	10.393	22.499	24.755	19.437	20.038	23.873	28.914	20.613999999999997
YJL083W	9.399	3.842	10.468	8.903	5.689	3.418	8.985	7.181	7.235625
YJL084C	10.492	11.609	20.979	20.587	9.647	8.354	12.243	10.981	13.1115
YJL085W	17.597	11.513	14.209	15.433	54.052	55.14	34.845	44.244	30.879125000000002
YJL087C	23.451	24.632	15.302	9.859	34.093	23.963	25.798	21.67	22.346000000000004
YJL088W	8.669	4.67	12.444	13.95	3.381	4.433	12.588	29.738	11.234125
YJL089W	0.236	0.0	1.018	0.984	0.553	0.34	0.936	2.027	0.76175
YJL090C	5.897	4.834	3.864	6.829	23.999	27.778	12.691	17.407	12.912374999999999
YJL091C	21.559	22.371	28.369	31.571	46.717	55.7	45.852	43.087	36.90325
YJL092W	4.508	3.688	7.55	6.532	11.918	13.688	15.539	14.439	9.73275
YJL093C	2.267	5.039	12.204	8.256	34.487	43.477	51.065	55.294	26.511125
YJL094C	9.426	7.255	12.564	14.945	28.887	34.753	26.219	30.475	20.5655
YJL095W	7.694	5.504	6.856	5.742	8.383	8.141	8.669	8.438	7.428375000000001
YJL096W	83.264	59.164	101.338	88.394	152.5	123.23	100.358	144.031	106.534875
YJL097W	105.927	88.025	156.571	144.963	128.151	120.506	154.646	133.45	129.02987499999998
YJL098W	17.783	18.563	3.59	4.317	60.909	67.407	20.908	12.18	25.707125000000005
YJL099W	9.452	10.043	15.829	15.953	40.245	42.67	44.189	53.478	28.982375
YJL100W	2.902	2.259	9.028	9.664	8.679	9.432	18.519	19.131	9.95175
YJL101C	18.484	16.805	58.457	70.679	28.05	25.893	80.635	108.987	50.99875
YJL102W	4.066	3.995	11.331	10.552	4.758	6.078	10.42	18.976	8.772
YJL103C	1.901	1.024	4.093	5.01	3.707	3.949	9.409	9.735	4.8534999999999995
YJL104W	123.769	130.56	120.631	183.277	330.817	244.227	270.878	224.408	203.570875
YJL105W	0.349	0.188	0.753	0.0	1.227	2.178	1.384	0.999	0.88475
YJL106W	0.0	0.0	0.0	1.011	10.301	11.642	3.606	3.688	3.781
YJL107C	6.061	6.531	4.35	6.306	7.683	11.622	7.0	6.858	7.051374999999999
YJL108C	0.0	0.0	0.0	0.0	13.137	13.211	12.125	8.388	5.857625
YJL109C	35.586	32.671	4.774	3.876	57.726	56.604	10.317	6.735	26.036125000000006
YJL110C	25.573	19.327	33.651	36.66	45.301	31.843	68.22	54.07	39.330625
YJL111W	158.696	159.309	133.315	138.022	216.091	210.51	247.305	227.607	186.356875
YJL112W	10.423	10.049	15.356	15.982	77.028	64.04	49.423	55.673	37.246750000000006
YJL115W	54.552	64.435	55.721	62.874	62.197	56.667	84.478	75.479	64.550375
YJL116C	4.057	3.747	2.496	1.447	6.104	2.501	1.148	0.829	2.791125
YJL117W	136.862	141.387	117.61	122.285	313.684	358.179	258.573	229.286	209.73325
YJL118W	6.227	4.313	7.662	5.183	7.286	13.221	12.33	8.265	8.060875
YJL121C	181.824	207.399	144.615	143.851	72.837	76.57	111.903	83.123	127.76525000000001
YJL122W	136.665	180.189	23.925	17.573	293.832	230.658	103.406	41.294	128.44275000000002
YJL123C	100.671	107.816	84.594	131.488	223.148	199.73	294.15	239.25	172.605875
YJL124C	150.329	145.545	148.464	141.128	189.132	166.905	192.479	172.069	163.256375
YJL125C	33.68	31.343	8.79	10.195	130.769	106.424	59.617	35.742	52.07000000000001
YJL126W	11.447	15.761	16.432	24.88	103.436	110.066	75.555	69.995	53.44650000000001
YJL127C	7.648	8.406	5.928	7.385	25.057	22.586	18.778	22.52	14.7885
YJL127C-B	76.811	63.061	252.03	258.794	299.598	310.387	514.228	423.496	274.800625
YJL128C	32.83	27.953	29.034	34.159	34.299	30.355	37.727	35.615	32.7465
YJL129C	6.032	4.704	6.836	5.417	25.446	22.449	18.23	12.819	12.741625
YJL130C	201.816	203.244	313.621	239.009	33.796	43.452	110.168	105.49	156.32450000000003
YJL131C	18.66	17.446	17.726	44.313	32.11	27.365	57.597	55.307	33.8155
YJL132W	3.134	2.11	5.061	7.173	25.057	28.421	24.304	34.716	16.247
YJL133C-A	134.898	117.406	1374.163	1390.659	142.672	185.317	369.854	439.423	519.299
YJL133W	25.495	17.757	26.78	24.846	95.321	117.165	60.335	49.332	52.128875
YJL134W	33.937	24.208	31.907	30.637	153.252	169.122	58.682	64.909	70.83175000000001
YJL136C	5054.369	4859.329	1822.47	2145.307	3833.159	4558.416	1350.182	1622.183	3155.676875
YJL136W-A	0.0	0.0	0.0	0.0	0.0	3.283	0.0	0.0	0.410375
YJL137C	8.229	7.759	18.827	21.834	27.683	27.616	25.46	27.569	20.622124999999997
YJL139C	7.766	8.123	12.788	11.409	42.232	45.996	49.755	54.855	29.115499999999997
YJL140W	165.733	144.864	146.165	170.244	455.945	392.64	404.981	455.535	292.013375
YJL141C	12.622	8.893	23.521	29.298	25.563	23.624	43.74	61.762	28.627875
YJL143W	134.004	128.5	198.543	178.063	336.626	320.641	301.863	383.099	247.667375
YJL144W	3.715	6.005	24.001	55.668	15.216	15.141	33.106	51.78	25.579
YJL145W	112.2	89.782	65.76	85.106	205.868	159.785	144.608	125.268	123.547125
YJL146W	12.095	11.01	10.776	15.622	43.921	44.189	47.898	48.884	29.299374999999998
YJL147C	5.116	7.994	7.712	13.202	51.486	45.133	35.458	36.567	25.3335
YJL148W	188.208	179.82	16.211	36.207	636.221	546.612	240.17	104.623	243.50900000000001
YJL149W	13.585	9.865	14.626	16.225	10.713	14.584	19.883	17.941	14.67775
YJL151C	192.407	187.695	574.379	548.426	226.849	245.291	557.057	545.896	384.75
YJL153C	1.469	0.593	2.372	2.139	10.31	8.977	5.816	6.56	4.7795000000000005
YJL154C	23.248	21.137	29.946	29.028	42.506	45.778	46.034	48.66	35.792125
YJL155C	12.548	13.754	42.858	46.461	61.769	47.089	76.253	107.926	51.082249999999995
YJL156C	13.682	15.664	20.254	19.93	41.024	38.673	49.668	52.356	31.406375
YJL157C	38.0	26.705	49.806	35.168	67.665	77.853	90.201	78.61	58.001000000000005
YJL158C	1515.984	1288.066	1585.959	1537.011	294.314	316.489	591.532	471.805	950.1450000000001
YJL160C	2.04	1.465	11.714	9.623	11.14	9.78	6.732	10.692	7.89825
YJL161W	3.242	4.657	30.247	35.078	15.172	16.577	44.931	54.058	25.49525
YJL162C	6.715	8.14	10.121	8.384	49.107	47.967	29.916	21.356	22.71325
YJL163C	2.821	3.42	9.112	16.731	18.155	13.694	34.214	53.429	18.947000000000003
YJL164C	17.726	17.243	51.951	88.119	32.264	25.022	72.148	94.663	49.891999999999996
YJL165C	22.914	21.975	17.762	24.414	38.073	31.089	27.223	26.203	26.206625
YJL166W	301.622	238.786	724.588	742.964	340.936	275.443	373.791	541.134	442.408
YJL167W	361.876	354.655	419.489	486.028	261.082	296.166	408.838	445.079	379.1516250000001
YJL168C	41.147	31.67	26.465	28.246	91.606	80.702	95.761	91.662	60.907375
YJL170C	10.25	7.028	20.064	17.063	21.806	20.103	25.831	17.981	17.51575
YJL171C	86.382	102.656	179.628	197.225	58.915	83.302	104.584	112.188	115.61
YJL172W	116.553	84.033	207.07	153.024	34.195	27.858	104.966	102.488	103.77337500000002
YJL173C	169.839	159.921	184.565	177.048	137.444	104.256	163.438	179.243	159.46925
YJL174W	142.095	109.694	184.191	191.249	152.209	195.902	138.584	170.778	160.58775000000003
YJL176C	40.129	27.762	35.28	31.625	41.678	33.811	55.952	55.326	40.195375
YJL177W	2475.93	2404.927	1055.905	889.259	1424.261	1273.105	684.902	574.996	1347.9106249999998
YJL178C	98.627	105.5	97.66	113.258	266.196	283.71	222.379	200.15	173.435
YJL179W	148.994	154.815	110.761	171.27	491.901	335.904	186.149	153.394	219.14849999999998
YJL180C	26.44	23.958	34.935	49.519	135.706	117.253	83.29	92.766	70.483375
YJL181W	7.369	7.941	8.279	9.868	38.99	33.947	24.742	24.502	19.45475
YJL183W	55.135	49.176	43.897	50.137	212.524	215.69	175.231	178.486	122.5345
YJL184W	102.346	81.44	132.228	149.415	112.389	110.969	146.538	126.039	120.1705
YJL185C	3.997	5.025	15.779	18.853	8.574	11.178	21.105	20.949	13.182500000000001
YJL186W	80.499	72.525	57.54	55.886	111.393	132.597	91.275	108.622	88.79212499999998
YJL187C	7.415	6.443	5.665	7.964	21.271	20.756	15.156	15.215	12.485625000000002
YJL189W	13196.881	12264.193	5345.788	5367.358	9647.062	7551.797	4060.26	3700.125	7641.683
YJL190C	5815.766	5496.502	1694.985	1578.522	7728.117	8089.624	2205.194	2186.453	4349.395375
YJL192C	123.274	102.767	202.669	184.426	297.268	273.144	283.682	270.269	217.187375
YJL193W	15.561	13.624	19.895	16.191	89.904	109.808	35.627	33.712	41.79025
YJL194W	14.112	15.823	27.102	28.256	20.529	21.028	33.985	22.353	22.8985
YJL196C	75.578	100.782	179.016	225.957	314.69	369.293	443.978	573.479	285.346625
YJL197W	14.069	11.792	11.108	11.451	24.695	18.512	23.526	23.686	17.354875
YJL198W	31.134	32.351	11.014	13.328	60.372	72.608	25.541	22.252	33.575
YJL200C	79.941	65.408	55.062	25.212	106.615	118.669	87.996	58.554	74.682125
YJL201W	20.915	18.135	18.296	14.417	39.004	34.312	20.06	18.685	22.978
YJL203W	27.876	33.417	22.509	51.629	78.286	59.473	48.299	51.303	46.599
YJL204C	15.159	11.56	20.088	17.084	21.013	21.021	25.861	23.836	19.45275
YJL205C	60.919	37.198	113.685	67.612	95.045	72.043	96.502	101.592	80.5745
YJL206C	2.584	4.873	3.895	3.872	19.653	19.326	5.628	9.603	8.67925
YJL207C	9.641	9.077	7.968	7.863	21.765	20.917	31.046	25.335	16.7015
YJL208C	33.837	28.465	12.783	11.365	43.067	57.775	25.86	30.548	30.4625
YJL209W	4.191	3.71	10.959	11.463	37.134	33.874	55.725	41.724	24.847499999999997
YJL210W	13.678	6.206	17.052	26.966	49.701	28.647	51.318	59.685	31.656625
YJL212C	30.4	26.021	45.4	55.916	17.499	17.043	20.875	32.766	30.74
YJL213W	0.0	0.318	0.0	2.947	95.283	123.059	53.747	136.217	51.446375
YJL214W	1.032	1.853	4.444	4.867	2.012	3.958	6.13	4.179	3.559375
YJL216C	0.0	0.0	0.0	0.561	5.519	6.622	0.0	2.649	1.9188749999999999
YJL217W	115.024	231.998	133.365	184.945	184.06	388.851	198.562	307.757	218.07025
YJL218W	15.889	21.936	17.107	20.666	24.402	20.472	27.529	29.1	22.137625
YJR001W	39.996	35.564	51.813	50.616	86.753	101.021	121.693	150.829	79.78562500000001
YJR002W	58.756	66.692	7.108	14.288	182.698	179.146	81.049	57.329	80.88324999999999
YJR003C	20.358	25.593	17.86	11.925	149.991	155.263	70.92	44.998	62.1135
YJR004C	1.807	0.325	0.649	1.254	6.697	10.831	4.772	4.952	3.910875
YJR005C-A	20.735	2.234	17.86	13.808	2.426	2.982	0.0	2.964	7.876125
YJR005W	15.666	14.771	22.288	24.917	41.574	53.113	52.071	70.98	36.9225
YJR006W	18.88	17.747	17.299	26.081	52.644	55.657	71.587	77.803	42.21225
YJR007W	379.53	367.099	219.865	202.061	207.399	149.016	156.408	103.729	223.13837499999997
YJR008W	3.467	0.623	17.421	28.863	21.639	36.85	80.103	113.997	37.870375
YJR010C-A	133.37	91.756	128.128	95.646	163.265	175.103	69.07	76.257	116.574375
YJR010W	25.271	21.867	2141.962	2078.668	51.972	55.621	2178.983	2430.605	1123.118625
YJR011C	14.946	11.676	14.483	14.93	87.446	78.465	97.665	50.207	46.22725
YJR012C	14.111	14.191	34.435	27.407	39.627	27.06	33.529	38.323	28.585375000000003
YJR013W	19.888	27.441	29.246	33.514	100.467	105.118	83.565	91.526	61.345625
YJR014W	273.304	257.952	198.989	260.232	209.369	161.196	243.336	135.61	217.49849999999998
YJR015W	88.236	66.349	90.042	82.07	123.001	140.521	109.39	126.127	103.21699999999998
YJR016C	660.484	680.701	551.88	609.39	424.8	525.678	600.922	680.585	591.8050000000001
YJR017C	116.633	81.937	192.051	176.086	57.534	60.852	217.364	184.698	135.894375
YJR019C	6.158	7.841	15.67	16.308	17.03	18.786	25.494	30.006	17.161625
YJR021C	8.249	16.753	19.13	20.6	23.019	15.82	27.644	43.086	21.787625
YJR022W	39.022	28.669	80.207	73.823	91.323	58.677	77.269	55.779	63.096125
YJR024C	51.138	52.951	67.101	52.544	265.533	230.23	221.505	191.31	141.539
YJR025C	76.906	75.767	229.475	266.127	124.702	113.248	254.533	264.621	175.672375
YJR030C	5.784	10.057	13.02	7.659	17.842	14.999	17.699	14.468	12.691
YJR031C	11.558	11.479	8.396	7.186	21.019	22.498	20.404	19.506	15.255749999999999
YJR032W	53.218	68.6	61.045	51.751	70.421	76.305	91.591	76.782	68.71412500000001
YJR033C	6.935	6.772	16.177	13.95	8.284	6.65	17.165	16.005	11.492249999999999
YJR034W	57.277	65.577	65.521	113.234	52.361	60.928	113.417	106.18	79.31187499999999
YJR035W	5.6	2.53	4.668	8.42	19.446	14.896	21.461	20.528	12.193625
YJR036C	0.22	1.302	2.365	3.291	10.538	10.741	20.877	26.688	9.50275
YJR039W	0.699	1.319	1.506	4.221	12.889	14.837	16.619	20.619	9.088625
YJR040W	13.829	15.579	25.447	33.488	36.778	36.647	57.258	60.203	34.903625000000005
YJR041C	17.698	17.002	2.517	3.197	32.432	35.061	7.273	6.921	15.262625000000002
YJR042W	37.118	31.628	26.642	26.733	105.04	105.258	88.615	88.805	63.729875
YJR043C	22.327	25.863	19.231	25.09	63.356	49.24	54.159	51.862	38.891000000000005
YJR044C	110.848	88.091	259.573	237.596	113.495	79.716	159.134	121.808	146.282625
YJR045C	955.024	1015.541	1041.756	885.175	129.267	136.069	199.186	206.696	571.08925
YJR046W	16.529	14.493	5.583	9.172	32.235	28.28	21.82	24.785	19.112125
YJR048W	157.863	158.638	126.039	168.317	51.888	47.622	52.684	54.512	102.19537499999998
YJR049C	25.475	28.445	30.21	41.182	58.755	53.457	74.57	63.858	46.994
YJR050W	40.641	31.728	41.077	35.901	134.904	110.148	103.468	101.96	74.978375
YJR051W	35.926	34.926	89.132	75.738	97.787	78.446	170.116	184.205	95.78450000000001
YJR052W	7.274	9.518	13.426	26.239	38.507	40.19	54.874	50.753	30.097625
YJR053W	9.889	6.981	5.14	10.786	18.354	16.021	14.179	16.328	12.20975
YJR054W	11.415	5.302	12.714	12.779	99.953	95.871	88.079	65.833	48.99325
YJR055W	27.252	29.366	17.86	22.685	103.985	65.896	46.924	31.333	43.16262499999999
YJR056C	27.255	24.919	17.784	27.5	89.879	91.074	65.417	47.814	48.95525
YJR057W	48.698	49.073	34.953	57.051	175.171	179.861	144.642	124.395	101.7305
YJR058C	33.009	49.085	90.98	86.827	143.686	134.834	201.316	168.919	113.58200000000001
YJR059W	29.696	22.064	49.504	59.803	19.055	16.074	31.297	35.944	32.929625
YJR060W	128.574	105.259	107.866	135.751	173.246	177.19	239.165	198.904	158.244375
YJR061W	1.048	1.242	3.159	2.442	16.185	16.779	7.054	9.436	7.168125000000001
YJR062C	14.551	13.374	41.469	45.955	39.562	39.19	111.861	115.314	52.659499999999994
YJR063W	170.466	158.638	46.717	54.178	110.615	107.731	36.823	31.012	89.52250000000001
YJR064W	191.535	180.872	123.728	123.199	393.641	432.927	463.392	449.256	294.81875
YJR065C	127.62	114.52	279.491	248.719	109.07	92.091	219.931	236.279	178.46512499999997
YJR066W	5.797	5.434	7.353	7.735	17.192	12.298	17.141	15.098	11.005999999999998
YJR067C	44.029	49.667	38.515	44.666	77.28	89.712	81.734	87.52	64.140375
YJR068W	58.113	52.78	47.67	56.666	166.44	171.679	143.566	158.226	106.8925
YJR069C	175.874	151.185	202.119	203.147	175.737	148.27	142.824	144.766	167.99025000000003
YJR070C	427.841	378.788	41.405	34.513	220.082	260.722	60.683	37.364	182.67475
YJR072C	103.054	86.43	63.401	54.512	308.302	293.768	184.962	142.955	154.673
YJR073C	35.919	32.593	229.995	171.526	94.015	104.231	512.845	529.649	213.84662500000002
YJR074W	48.254	29.368	92.36	88.516	89.925	89.54	182.253	222.256	105.309
YJR075W	81.446	67.551	88.22	62.044	151.909	168.498	140.749	136.178	112.074375
YJR076C	73.021	71.831	60.865	75.293	126.79	118.578	169.779	149.16	105.664625
YJR077C	183.947	176.903	228.461	186.563	66.851	78.258	121.828	119.354	145.27062500000002
YJR078W	0.432	1.396	5.578	13.656	4.547	5.175	7.694	8.331	5.851125
YJR079W	0.0	1.014	0.0	1.566	0.0	9.922	11.176	4.034	3.464
YJR080C	15.875	21.918	64.096	61.118	41.797	32.586	45.189	61.342	42.990125
YJR082C	61.627	50.727	36.861	76.948	136.213	82.072	118.64	124.796	85.9855
YJR083C	39.806	20.085	36.735	43.128	45.1	40.895	41.288	45.159	39.0245
YJR084W	17.103	11.954	13.934	20.008	61.119	56.067	62.239	53.519	36.992875
YJR085C	259.476	188.383	483.436	497.845	372.532	351.147	659.556	701.031	439.17575
YJR086W	258.405	161.006	261.176	304.354	154.271	116.303	198.405	149.507	200.428375
YJR088C	104.274	119.204	149.688	189.731	224.478	217.916	272.656	311.481	198.67849999999999
YJR089W	6.367	8.743	8.846	10.942	28.601	23.536	29.284	24.369	17.586
YJR090C	15.667	14.68	19.801	19.279	31.485	24.085	35.07	29.698	23.720625
YJR091C	21.378	15.873	47.193	38.88	10.3	8.871	14.585	18.104	21.898000000000003
YJR092W	42.382	24.294	41.111	33.363	19.647	19.021	28.421	22.549	28.848499999999998
YJR093C	47.779	37.005	32.151	47.726	31.449	38.656	29.566	33.722	37.25675
YJR094C	8.141	9.065	5.843	9.036	7.621	10.669	1.075	6.207	7.2071250000000004
YJR094W-A	3139.953	3778.246	1084.116	1667.006	6974.921	6278.052	2474.553	2531.715	3491.0702499999998
YJR095W	0.0	0.327	0.0	2.019	2.129	0.582	1.201	2.601	1.1073749999999998
YJR096W	14.532	20.505	126.654	120.962	77.734	81.282	232.939	281.907	119.56437499999998
YJR097W	22.606	25.577	9.735	13.172	179.874	156.067	22.381	19.388	56.1
YJR098C	5.082	3.543	5.149	4.728	16.44	17.198	11.838	14.528	9.813250000000002
YJR099W	41.296	29.814	60.467	79.062	98.577	90.678	116.116	158.79	84.35
YJR100C	15.528	15.124	24.435	31.817	116.71	107.949	117.08	123.789	69.054
YJR101W	49.868	35.165	47.373	49.446	256.58	229.59	94.389	136.275	112.33575
YJR102C	20.24	17.136	22.829	20.057	93.606	58.684	57.254	42.019	41.478125
YJR103W	22.903	22.249	68.744	71.058	84.866	85.181	158.728	174.851	86.0725
YJR104C	1738.903	1382.562	2902.617	2616.773	873.518	934.649	2239.747	2016.987	1838.2194999999997
YJR105W	541.197	435.21	534.427	425.146	511.597	705.685	676.887	684.497	564.33075
YJR106W	3.242	3.638	5.817	5.397	8.218	9.195	13.907	11.584	7.624750000000001
YJR107W	0.0	0.0	1.282	0.496	12.541	9.991	12.969	14.469	6.468500000000001
YJR108W	7.873	9.332	0.0	19.66	22.109	22.647	6.236	13.504	12.670125000000002
YJR109C	66.094	49.117	223.859	170.011	41.029	43.118	73.248	115.276	97.71900000000001
YJR110W	5.977	5.367	10.419	9.951	26.644	24.562	53.541	54.314	23.846875
YJR111C	33.788	17.09	22.272	24.107	81.495	57.524	31.405	29.57	37.156375000000004
YJR112W	35.837	36.007	22.941	41.118	168.869	132.806	105.483	72.685	76.96824999999998
YJR112W-A	26.34	30.41	89.127	67.342	127.688	150.636	122.94	106.229	90.089
YJR113C	34.733	23.392	44.194	50.596	136.707	133.217	209.454	163.613	99.48825
YJR116W	11.89	12.058	16.566	15.136	23.733	29.172	30.467	20.494	19.9395
YJR117W	90.232	94.904	140.376	117.875	43.951	47.193	86.344	83.929	88.1005
